word,machine,human,label,emotion_intensity_score
hypertrophy,hypertrophy,wíwú ẹ̀yà ara,disgust,0.422
combat,ija,ìjà,fear,0.728
shriek,igbe,igbe,surprise,0.719
forbidding,eewọ,èwọ̀,anger,0.368
nauseous,ríru,ríru,disgust,0.664
foreclose,titiipa,títìpa,fear,0.469
maxim,pọju,èrò,trust,0.359
rot,rot,jẹrà,disgust,0.891
picnic,pikiniki,oúnjẹ ìta,surprise,0.078
anxiety,aibalẹ,àníyàn,fear,0.594
behappy,je kini Re Dun,jẹ́ kí inú rẹ dùn,joy,0.734
cyst,cyst,ìgbínikùn,fear,0.391
positivity,rere,rere,joy,0.773
holiday,isinmi,ìsinmi,anticipation,0.672
gazette,iwe iroyin,ìwé-ìròyìn ìjọba,trust,0.414
avalanche,owusuwusu,ìkùku,surprise,0.711
mandarin,mandarin,ède China,trust,0.297
readiness,imurasilẹ,ìmúrasílẹ̀,trust,0.547
infamous,ailokiki,àìlókìkí,disgust,0.289
ominous,buburu,búburú,anticipation,0.633
shank,ọgbẹ,ọgbẹ́,fear,0.328
glimmer,glimmer,tàn,joy,0.53
slander,ìbanilórúkọjẹ́,ìbanilórúkọjẹ́,anger,0.562
raffle,raffle,tẹ́tẹ́,anticipation,0.586
accuser,olufisun,olùfisùn,fear,0.438
untidy,alaimọ,aláìmọ́,disgust,0.422
whine,kigbe,kígbe,disgust,0.328
grope,táràrà,táràrà,fear,0.453
poll,didi,erò,trust,0.352
conflict,rogbodiyan,rògbòdìyàn,sadness,0.469
belittle,kereju,fojú tẹ́ńbẹ́lú,disgust,0.508
suppress,tẹmọlẹ,Tẹ̀mọ́lẹ̀,anger,0.453
winnings,winnings,àwọn ẹ̀bùn,anticipation,0.664
idiocy,iwa omugo,ìwà òmùgọ̀,disgust,0.508
heft,heft,tóbi,anticipation,0.32
dominate,jọba,jọba,fear,0.438
sump,sump,kòtò,disgust,0.516
optimism,ireti,ìrètí,trust,0.617
tirade,tirade,ọrọ̀,disgust,0.5
seal,edidi,àfarahẹ,trust,0.531
partake,ṣe alabapin,bá-pín,trust,0.461
pout,pout,Sẹnu sọmbọlọ,anger,0.203
moonlight,imọlẹ oṣupa,ìmọ́lẹ̀ òṣùpá,joy,0.364
manslaughter,ipaniyan,ìpànìyàn,surprise,0.719
elf,elf,òrìṣà ọlọ́mọ,joy,0.156
trusts,awọn igbẹkẹle,àwọn ìgbẹ̀kẹ́lè,trust,0.758
strangle,pa,pa,disgust,0.617
angel,angeli,ángélì,anticipation,0.438
flinch,flinch,yọ̀,surprise,0.742
fearfully,ni ibẹru,ní ìbẹ̀rù,sadness,0.609
incest,ìbálòpọ̀,ìbálòpọ̀,anger,0.485
reward,ère,ère,surprise,0.562
sacrifices,ẹbọ,ẹbọ,fear,0.562
fever,ibà,ibà,fear,0.469
sepatu,sepatu,bàtà,trust,0.266
adverse,ikolu,ìkọlù,anger,0.609
emptiness,ofo,òfò,sadness,0.727
whine,kigbe,kígbe,sadness,0.578
uprising,uprising,dìde má,anger,0.531
expulsion,imukuro,ìmúkúrò,fear,0.547
soul,ọkàn,ọkàn,joy,0.401
surprise,iyalẹnu,ìyàlẹ́nu,joy,0.562
obliterated,parun,parun,fear,0.8
samurai,samurai,ológun,fear,0.547
shortage,aito,àìtó,anger,0.212
finally,nipari,níparí,trust,0.453
ill,aisan,ṣàìsàn,disgust,0.492
trespass,irekọja,ìrékọjá,anger,0.529
aggravation,irẹwẹsi,Ìrẹ̀wẹ̀sì,anger,0.672
aspiring,ifẹkufẹ,ìfẹ́kúfẹ̀,trust,0.539
gooood,gooood,dára,joy,0.703
obliging,ọranyan,ọ̀ranyàn,joy,0.333
entertainment,idanilaraya,ìdánilárayá,trust,0.344
stingy,olójúkòkòrò,olójúkòkòrò,anger,0.344
humiliation,itiju,ìtìjú,sadness,0.578
erotic,itagiri,ìtagìrì,anticipation,0.641
annoys,ibanuje,ìbànújẹ́,anger,0.4
unintentional,lairotẹlẹ,àìmọ̀ọ́mọ̀,surprise,0.438
afflict,pọnju,pọ́njú,sadness,0.789
magical,idan,idán,anticipation,0.609
insane,were,wèrè,fear,0.656
kindness,inurere,inú rere,joy,0.606
vote,dibo,ìbò,trust,0.555
felon,odaran,ọ̀daràn,fear,0.672
dreadfully,ẹru,pẹ̀lú ẹ̀rù,surprise,0.477
depend,dale,gbáralé,trust,0.594
unbroken,ti ko ya,àìfọ́,trust,0.523
jesus,jesu,Jésù,joy,0.594
mafia,nsomi,ẹgbẹ́ ọ̀daràn,fear,0.734
abundance,opo,òpó,joy,0.652
mum,iya,ìyá,fear,0.07
punishing,ijiya,ìjìyà,fear,0.562
oasis,osa,ọ̀sà,joy,0.486
ganna,ganna,èso ọṣẹ,trust,0.297
freakingout,freakingout,bẹ̀rù,fear,0.781
failing,kuna,kùnà,fear,0.531
luxury,igbadun,ìgbádùn,joy,0.712
fixed,ti o wa titi,aláìyípadà,trust,0.422
grandchildren,awon omo omo,Àwọn ọmọ ọmọ,anticipation,0.539
chargeable,idiyele,ìdíyelé,sadness,0.203
lunacy,aṣiwere,aṣiwèrè,disgust,0.602
slave,ẹrú,ẹrú,anger,0.652
cartridge,katiriji,kátíríjì,fear,0.281
devout,olùfọkànsìn,olùfọkànsìn,trust,0.562
loathsome,irira,ìríra,disgust,0.773
plight,ipọnju,Ìpọ́njú,anticipation,0.461
bummed,bummed,alárìnkiri,sadness,0.547
inviting,pípe,pípe,joy,0.5
infamy,ailokiki,àìlókìkí,sadness,0.464
feeble,alailera,aláìlera,sadness,0.391
babysitter,olutọju ọmọ,olùtọ́jú ọmọ,trust,0.609
qualified,tóótun,kájú òṣùwọ̀n,trust,0.766
mathematical,mathematiki,ajẹmọ́-ìṣirò,trust,0.477
warden,alabojuto,alábòjútó,trust,0.5
diatribe,diatribe,Ọ̀pọ̀ èébú,anger,0.606
wrath,ibinu,ìbínú,anger,0.885
shoulder,ejika,èjìká,trust,0.336
marry,fẹ,fẹ́,fear,0.125
slaughter,pipa,pípa,disgust,0.875
medical,egbogi,ìṣègùn,trust,0.508
goodbye,O dabọ,ó dàbọ̀,sadness,0.375
torture,ìdálóró,ìdálóró,anticipation,0.477
demolish,wó lulẹ̀,wó lulẹ̀,anger,0.824
sentry,alabojuto,ọlọ́dẹ,trust,0.43
deceased,oku,òkú,sadness,0.891
tranquility,ifokanbale,ìfọkànbalẹ̀,joy,0.679
immoral,alaimo,aláìmọ́,disgust,0.648
sinner,elese,ẹlẹ́ṣẹ̀,disgust,0.594
honesty,otitọ,ìṣòdodo,trust,0.844
doomsday,ọjọ iparun,ọjọ́ ìparun,anticipation,0.5
restitution,atunṣe,àtúnṣe,anger,0.281
snag,snag,ìdíwọ́,surprise,0.531
john,john,Jòhánù,disgust,0.25
hell,apaadi,ọ̀run àpáàdì,anger,0.853
explode,gbamu,gbámú,sadness,0.5
awards,awọn ẹbun,àwọn ẹ̀bùn,joy,0.609
hardy,lile,lílé,joy,0.25
screwed,dabaru,dabarú,anger,0.588
bad,buburu,búburú,disgust,0.391
despotism,ifẹkufẹ,ìfẹ́kúfẹẹ,fear,0.609
jaundice,jaundice,ibà pọ́njúpọ́ntọ̀,fear,0.359
pollution,idoti,ìdọ̀tí,disgust,0.68
threatening,idẹruba,ìdẹ́rùbà,fear,0.875
rod,opa,ọ̀pá,fear,0.172
procession,ilana,ìlọsíwájú,surprise,0.227
troubles,wahala,wàhálà,joy,0.062
bisa,bisa,lè,trust,0.273
judicious,onidajọ,ìdájú,trust,0.469
mess,idotin,ìdọ̀tí,disgust,0.484
violent,iwa -ipa,Ìwà-ìpá,disgust,0.711
thrill,dani lorun,dáni lọ́rùn,joy,0.721
veryangry,veryangry,bínú lọ́pọ̀lọpọ̀,anger,0.913
monstrous,ibanilẹru,ìbanilẹ́rù,surprise,0.68
stunned,iyalẹnu,ìyàlẹ́nu,surprise,0.82
deplorable,ìbànújẹ́,ìbànújẹ́,sadness,0.75
ada,ada,ọlọ́lá,trust,0.234
lunge,ọsan,ìtẹ̀síwájú,surprise,0.539
warden,alabojuto,alábójútó,fear,0.354
intractable,intractable,aìgbọ́ràn,anger,0.5
socialist,sosialisiti,soṣialísìtì,disgust,0.422
sos,sos,akọ̀wé orílẹ̀-èdè,fear,0.703
fanfare,iferan,Ìfẹ́ràn,anticipation,0.562
befriend,ore,bá dọ́rẹ̀ẹ́,joy,0.455
digress,digress,yà,anticipation,0.328
cocaine,kokeni,kokéènì,sadness,0.218
attendance,wiwa,wíwá,anticipation,0.5
leer,leer,Wíwò ràkọ̀kọ̀,disgust,0.492
zest,zest,agbára,anticipation,0.57
thirteenth,ẹkẹtala,ẹ̀ẹ̀kẹtàlá,fear,0.465
uncertain,aidaniloju,àìnídánilójú,disgust,0.352
unsurpassed,alailẹgbẹ,aláìlẹ́gbẹ́,fear,0.297
weakness,ailera,àìlágbára,trust,0.266
daemon,daemon,ẹ̀mín òkùnkùn,fear,0.625
victor,asegun,aṣẹ́gun,joy,0.667
cathedral,Katidira,gbọ̀ngàn,joy,0.266
rationality,onipin,oní tòtò pínpín,fear,0.141
tribunal,ile -ẹjọ,Ilé-ejọ́,anticipation,0.43
muff,muff,irun àgbọ̀n,disgust,0.391
continue,tesiwaju,tẹ̀síwájú,trust,0.422
ease,irorun,ìrọ̀rùn,joy,0.422
importance,pataki,pàtàkì,anticipation,0.523
unfollow,tẹle,tẹ̀lé,anger,0.25
dismal,dismal,ìrẹ̀wẹ̀sì,fear,0.584
vote,dibo,ìbò,surprise,0.125
scare,idẹruba,ìdẹ́rùbà,fear,0.844
belt,igbanu,ìgbánú,fear,0.266
dull,ṣigọgọ,ṣígọ̀gọ̀,sadness,0.297
disappoint,jakulẹ,jákulẹ̀,sadness,0.609
jealousy,owú,owú,disgust,0.5
subsidy,iranlọwọ,Ìrànlọ́wọ́,anger,0.141
bully,ipanilaya,ìpániĺayà,anger,0.688
trust,gbekele,gbẹ́kẹ̀lé,anticipation,0.391
accused,ẹsun,ẹ̀sùn,anger,0.641
preparatory,igbaradi,ìgbáradì,anticipation,0.523
amusement,iṣere,ìṣeré,joy,0.719
probation,igba akọkọwọṣẹ,ìgbà àkọ́kọ́wọṣẹ́,fear,0.438
thelife,igbesi aye naa,ìgbésí ayé náà,joy,0.578
wrangling,jijakadi,jíjàkadì,sadness,0.359
larger,tobi,tóbi,disgust,0.164
exchange,paṣipaarọ,pàṣípáárọ̀,trust,0.453
coach,ẹlẹsin,olùkọ́ni,trust,0.555
lines,awọn ila,àwọn ìlà,fear,0.031
rail,iṣinipopada,Ìṣíninípòpadà,anticipation,0.234
heart,okan,ọkàn,joy,0.547
dermatologist,onimọ -jinlẹ,oníṣègùn òyìnbó,trust,0.406
sinister,ẹlẹṣẹ,ẹlẹ́ṣẹ̀,anger,0.781
ordained,ti a ti yan,joyè,trust,0.641
motherhood,abiyamọ,ìṣabiyamọ,trust,0.703
candlelight,fitila,fìtílà,joy,0.424
ache,irora,ìrora,sadness,0.531
rely,gbekele,gbáralé,trust,0.648
confidence,igbekele,ìgbẹ́kẹ̀lé,joy,0.547
beast,ẹranko,ẹranko,anger,0.562
lights,awọn imọlẹ,àwọn ìmọ́lẹ̀,joy,0.203
merchandise,ọjà,ọjà,trust,0.398
deadline,akoko ipari,àkókò ìparí,fear,0.312
hoot,gbo,gbo,anger,0.287
senseless,aironu,àìronú,anger,0.297
decay,Ibajẹ,ìbàjẹ́,sadness,0.482
words,awọn ọrọ,Àwọn ọ̀rọ̀,anger,0.062
feelinggood,rilara dara,ìmọ̀lára ayọ̀,joy,0.734
theory,yii,ẹ̀kọ́,anticipation,0.359
knell,knell,lílu aago pẹ̀lú ìdákẹ́jẹ́,fear,0.344
admire,ẹwà,fẹ́ràn,trust,0.703
sensation,aibale okan,ìmọ̀lára,surprise,0.531
enliven,gbe laaye,gbé láàyè,joy,0.672
relevant,ti o yẹ,ṣe pàtàkì,trust,0.539
fit,dada,dada,joy,0.25
loyal,adúróṣinṣin,fọkànsìn,surprise,0.148
commemorate,ṣe iranti,ṣe ìrántí,anticipation,0.5
stolen,ji,jí,anger,0.546
horrified,ibanuje,ẹ̀rù,fear,0.922
offensive,ibinu,ìbínú,anger,0.549
shatter,fọ,fọ̀,surprise,0.609
sacrifices,ẹbọ,ẹbọ,sadness,0.609
rebel,ọlọtẹ,ọlọ̀tẹ̀,fear,0.359
sucks,buruja,burú já,sadness,0.375
opera,opera,orin,anticipation,0.469
acrobat,akrobat,oníjo,trust,0.258
arid,gbẹ,gbẹ,sadness,0.203
actionable,actionable,Jẹ́ ṣíṣe,anger,0.394
aloha,alaafia,àlàáfíà,joy,0.484
inspiration,awokose,Àwòkọ́ṣe,anticipation,0.625
idiocy,iwa omugo,Ìwà òmùgọ̀,anger,0.455
behemoth,behemoth,béhémòtì,fear,0.439
malpractice,aiṣedeede,Àìsedéédé,anger,0.5
vigorous,alagbara,alágbára,trust,0.562
wasteful,egbin,ẹ̀gbin,anger,0.297
amusing,amóríyá,amóríyá,joy,0.625
aggravated,buru si,Sọ di búburú,anger,0.703
hedonism,hedonism,ìdàgbàsókè,joy,0.344
confront,dojuko,dojúkọ,anger,0.582
extinguish,pa,pa,anger,0.394
fun,fun,fún,joy,0.788
fraternal,arakunrin,ajẹmọ́ ọkùnrin,trust,0.531
saint,eniyan mimo,ènìyàn mímọ́,joy,0.328
stound,adugbo,ìgbà díẹ̀,surprise,0.445
sohappy,inu didun,inú dídùn,joy,0.868
explosive,ibẹjadi,ibẹjadi,surprise,0.883
interior,inu ilohunsoke,inú,trust,0.32
intact,mule,láìfọwọ́kàn,trust,0.508
dissolution,itu,itú,anger,0.391
labor,laala,làálà,anticipation,0.383
raging,ibinu,ìbínú,disgust,0.484
skewed,ìpín,ìpín,anticipation,0.281
molestation,ipaniyan,ìpànìyàn,sadness,0.744
derogation,itagbangba,ìfojú tẹ́ńbẹ́lú,disgust,0.523
gawk,gawk,òpònú,surprise,0.477
hag,hag,àjẹ́,disgust,0.602
everyman,gbogbo eniyan,gbogbo ènìyàn,fear,0.178
divan,divan,ìjókò,trust,0.297
leisure,fàájì,àsìkò ìgbádùn,surprise,0.086
grant,fifunni,fifúnni,anticipation,0.414
labyrinth,labyrinth,lọ́ kọ́lọk̀ọlọ,anticipation,0.43
unknown,aimọ,Àìmọ̀,anticipation,0.469
joy,ayo,ayọ̀,joy,0.924
laudatory,laudatory,ìyìn,trust,0.492
aspiration,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.485
dilapidated,dipidated,ti díbàjẹ́,disgust,0.672
gesture,idari,ìdarí,joy,0.387
denounce,ibaniwi,ìbániwí,anger,0.652
standoff,ìforígbárí,ìforígbárí,fear,0.716
slayer,apaniyan,apànìyàn,disgust,0.555
celebrity,gbajumọ,gbajúmọ̀,anticipation,0.516
vacuous,ofo,òfo,disgust,0.445
fermentation,bakteria,kíkan,anticipation,0.516
poison,majele,Májèlé,anger,0.697
accepted,gba,gbà wọlé,trust,0.672
dwelling,ibugbe,ibùgbé,joy,0.094
pray,gbadura,gbàdúrà,surprise,0.18
criticize,ṣofintoto,ṣòfintoto,anger,0.516
troll,troll,ẹja,fear,0.422
embrace,gbá mọ́ra,dìmọ́,trust,0.602
starvation,ebi,ebi,sadness,0.819
rook,rook,Olè,anger,0.203
swear,búra,búra,trust,0.328
deference,iteriba,ìtẹríba,trust,0.414
aneka,aneka,oríṣiríṣi,trust,0.352
tinsel,tinsel,irin oníwúrà,joy,0.359
fleece,irun -agutan,Irun-àgùntàn,anger,0.172
enjoy,gbadun,gbádùn,trust,0.484
police,olopa,ọlọ́pàá,fear,0.328
cross,agbelebu,àgbélèbú,sadness,0.156
closure,bíbo,bíbo,sadness,0.195
asleeep,asleeep,Sùn fanfan,anger,0.059
autumn,Igba Irẹdanu Ewe,ìgbà ìrẹ̀dànù ewé,joy,0.254
assessment,igbelewọn,ìgbéléwọ̀n,surprise,0.234
accompaniment,ifowosowopo,Ìfọwọ́sowọ́pọ̀,anticipation,0.477
structural,igbekale,elétò,trust,0.578
interrogate,bibeere,bíbèèrè,fear,0.375
freshair,Ategun alaafia,àtẹ̀gùn àlàáfíà,joy,0.455
misrepresentation,ijuwe ti ko tọ,ìjúwe tí kò tọ́,sadness,0.259
bomb,bombu,bọ́m̀bù,surprise,0.789
humble,onirẹlẹ,onírẹ́lẹ̀,trust,0.68
grin,rẹrin,ìbẹ̀rínjẹ,trust,0.391
soppy,soppy,Ìwà ọ̀dẹ̀,joy,0.188
blossom,tanná,tanná,joy,0.53
menacing,idẹruba,ìdẹ́rùbà,fear,0.672
hero,akoni,akọni,trust,0.773
sarcasm,ẹgàn,ẹ̀gàn,sadness,0.181
engaging,lowosi,lọ́wọ́sí,joy,0.485
expect,reti,retí,surprise,0.148
devastate,iparun,ìparun,fear,0.792
misery,ibanujẹ,ìbànújẹ́,fear,0.734
react,fesi,fèsì,anger,0.288
death,iku,ikú,disgust,0.656
fecal,fecal,Bí ìgbẹ́,disgust,0.844
subjected,tunmọ,túnmọ̀,sadness,0.406
entertainment,idanilaraya,ìdánilárayá,surprise,0.359
perturbation,idamu,ìdààmú,fear,0.641
flirt,flirt,sàgbèrè,anticipation,0.586
pawn,pawn,fi dúró,trust,0.211
douchebags,douchebags,ọ̀dẹ̀,anger,0.75
chemist,oniwosan,apòògùn,trust,0.445
tantalizing,tankalẹ,fanimọ́ra,surprise,0.547
thresh,ìpakà,ìpakà,sadness,0.312
infanticide,ipaniyan ọmọ,Ìpànìyàn ọmọ,anticipation,0.32
alcoholism,ìmukúmu,ìmukúmu,sadness,0.609
lord,oluwa,olúwa,trust,0.445
graded,ti dọgba,ti dọ́gba,fear,0.075
heated,kikan,kíkan,anger,0.545
sly,arekereke,àrékérekè,fear,0.156
perish,ṣègbé,ṣègbé,sadness,0.859
tolerate,farada,faradà,sadness,0.141
devotional,ifọkansin,ìfọkànsìn,trust,0.633
gambling,ayo,tẹ́tẹ́ títa,anticipation,0.586
dismissal,idasilẹ,ìdásílẹ̀,fear,0.406
rocket,rocket,Ọkọ̀ yín yìn,anger,0.25
reassurance,ifọkanbalẹ,ìdánilójú,trust,0.734
confident,igboya,ìgboyà,joy,0.531
completing,ipari,ìparí,joy,0.406
banishment,ifilọlẹ,ìfilọ́lẹ̀,sadness,0.79
unbridled,unbridled,Áì ní ìjánu,fear,0.271
creature,eda,ẹ̀dà,fear,0.34
suffocation,imukuro,ìmúkúrò,anger,0.625
biennial,odun meji,Odún méjì,anticipation,0.367
sonice,sonice,dára púpọ̀,joy,0.455
gullible,tànjẹ,òmùgọ̀,trust,0.281
wallow,rọ,rọ,sadness,0.562
exacerbation,imukuro,imúkúrò,anger,0.531
homesick,Àárò ilé,Àárò ilé,sadness,0.531
esteem,niyi,níyì,sadness,0.172
recession,ipadasẹhin,ìpadàsẹ́hìn,anger,0.234
obscenity,ohun airi,Ohun àìrí,anger,0.641
frayed,ti bajẹ,ti bàjẹ́,sadness,0.467
criticism,alariwisi,alárìwísí,sadness,0.484
torpedo,torpedo,rún jégéjégé,anger,0.562
adjust,ṣatunṣe,ṣàtúnṣe,trust,0.375
perverse,arekereke,àrékérekè,fear,0.438
healing,iwosan,ìwòsàn,anticipation,0.578
allsmiles,gbogbo ẹrin,gbogbo ẹ̀rín,joy,0.828
marvelous,iyanu,ìyanu,joy,0.824
perdition,ègbé,ègbé,sadness,0.569
confined,ni ihamọ,ní ìhámọ́,fear,0.578
difficulty,iṣoro,ìṣòro,anger,0.379
avoid,yago fun,yàgò fún,fear,0.297
privileged,anfaani,ànfàní,trust,0.359
utopian,utopian,Ìgbà pípé,anticipation,0.5
zeal,ìtara,ìtara,surprise,0.484
cuckold,cuckold,ẹni tí ó fẹ́ obìnrin aláìṣòtítọ́,disgust,0.625
casualty,ijamba,ìjàmbá,fear,0.719
aberration,aberration,ìyapa,disgust,0.531
heavenly,ọrun,ọ̀run,joy,0.853
mule,ìbaaka,ọmọ kẹ́tẹ́kẹ́tẹ́,trust,0.281
dream,ala,àlá,joy,0.484
achievement,aseyori,àṣeyọrí,anticipation,0.695
oppress,aninilara,nilára,fear,0.516
morbidity,aisan,àìsàn,disgust,0.727
endow,fi fun,lẹ́bùn,trust,0.492
advised,ni imọran,gbìmọ̀ràn,trust,0.75
tribunal,ile -ẹjọ,ilé-ẹjọ́,trust,0.516
god,ọlọrun,ọlọ́run,anticipation,0.484
uprising,uprising,adìdelòdí,fear,0.545
rampage,rampage,faraya,anger,0.833
virtuous,oniwa rere,oníwà rere,joy,0.613
deal,adehun,àdéhùn,surprise,0.227
cashier,owo -owo,olùtọ́jú owó,trust,0.469
adder,paramọlẹ,paramọ́lẹ̀,sadness,0.361
quandary,idaamu,ìdàmú,anger,0.266
hanging,adiye,patì,disgust,0.531
thrash,ipọnju,ìpọ́njú,disgust,0.539
masochism,masochism,ìgbádùn ìyà,fear,0.594
warfare,ogun,ogun,sadness,0.734
tempest,iji,ìjì,fear,0.423
abscess,abẹrẹ,abẹ́rẹ́,sadness,0.438
undertaker,alagbese,agbókùújó,sadness,0.538
careful,ṣọra,pẹ̀lẹ́pẹ̀lẹ́,trust,0.578
derogation,itagbangba,ìta gbangba,sadness,0.491
swim,we,wẹ̀,fear,0.125
wilderness,aginjù,aginjù,joy,0.121
adder,paramọlẹ,paramọ́lẹ̀,fear,0.547
vision,iran,ìran,anticipation,0.633
entrails,awọn ifun inu,Àwọn ìfun inú,disgust,0.719
unfairness,aiṣedeede,àìṣedéédé,sadness,0.745
rising,nyara,n dìde,anticipation,0.648
breathless,simi,sinmi,surprise,0.719
orc,orc,ẹja ńlá,disgust,0.383
worries,iṣoro,ìdààmú,fear,0.562
courageous,onígboyà,onígboyà,fear,0.154
assist,ran,ṣerànwọ́,trust,0.648
inhibit,dojuti,dójútì,anger,0.371
insolvent,alailera,jẹ gbèsè,trust,0.289
catastrophe,ajalu,àjálù,disgust,0.594
blessing,ibukun,ìbùkún,anticipation,0.578
melancholy,melancholy,onínùbìnújẹ́,sadness,0.621
murderer,apànìyàn,apànìyàn,anger,0.922
furious,ibinu,ìbínú,disgust,0.469
compensate,isanpada,ṣàtúnṣe,surprise,0.266
crazed,crazed,sínwín,anger,0.75
happy,dun,dùn,anticipation,0.555
diseased,aisan,àìsàn,sadness,0.766
lonely,ìdánìkanwà,ìdánìkanwà,anger,0.109
professor,ojogbon,ọ̀jọ̀gbọ́n,trust,0.578
infarct,infarct,tí a fi òpin sí,fear,0.5
conscience,ẹri -ọkan,ẹ̀rí-ọkàn,trust,0.633
shun,yago fun,yàgò fún,disgust,0.438
ferocity,ferocity,ìrorò,anger,0.818
confession,ijewo,ìjẹ́wọ́-ẹ̀ṣẹ̀,surprise,0.453
scorpion,ak sck.,àkéke,surprise,0.523
petrified,petrified,ẹ̀rù,fear,0.844
attestation,ijẹrisi,ìjẹ́rìsí,trust,0.664
luster,luster,rẹ́wúrẹ́wú,joy,0.469
edification,atunse,ìlanilọ́yẹ̀,trust,0.531
martyr,ajeriku,àjẹríkú,sadness,0.556
passionate,kepe,láànú,trust,0.617
apprentice,olukọni,ọmọ ẹ̀kọ́ṣẹ́,trust,0.422
fierce,imuna,ìmúnibínú,fear,0.469
flows,nṣàn,ń ṣàn,joy,0.13
indefensible,ti ko ni agbara,àìnípá,fear,0.484
tree,igi,igi,trust,0.406
tripping,ikọsẹ,ìkọsẹ̀,anger,0.25
infidelity,aigbagbọ,Àìgbàgbọ́,anger,0.429
sparkle,danu,dànù,anticipation,0.484
seek,wá,wá,anticipation,0.586
hairclip,agekuru irun,ẹ̀mú irun,trust,0.297
wounded,farapa,farapa,fear,0.592
fortitude,igboya,ìgboyà,trust,0.633
heft,heft,wí wúwo,fear,0.219
massacre,ipakupa,ìpakúpa,disgust,0.883
busted,busted,fọ́,fear,0.516
arbiter,arbiter,adájọ́,trust,0.484
feminism,abo,abo,anger,0.266
prospectively,ni ifojusọna,ní ìfojúsọ́nà,anticipation,0.57
clinical,isẹgun,ìṣẹ́gun,fear,0.312
watchman,oluṣọ,ọlọ́dẹ,trust,0.539
gore,gore,ẹ̀jẹ̀ ojú egbò,sadness,0.609
ceremony,ayeye,ayẹyẹ,surprise,0.297
recognizable,mọ,mọ̀,anticipation,0.422
cringe,kigbe,kígbe,disgust,0.516
turmoil,rudurudu,rúdurùdu,sadness,0.578
fang,fang,gbà,fear,0.516
brighter,tan imọlẹ,tan ìmọ́lẹ̀,joy,0.625
rubbish,idoti,ìdọ̀tí,disgust,0.523
happyvalentinesday,E ku ayajo ojo ololufe,ẹ kú àyájọ́ ọjọ́ olólùfẹ́,joy,0.773
sin,ese,ẹ̀ṣẹ̀,anger,0.547
blunder,blunder,èṣì,disgust,0.336
prevail,bori,borí,joy,0.562
lumpy,lumpy,kókó,disgust,0.336
unforgiving,alaforiji,aláìforíjì,anger,0.515
dispossessed,ti yọ kuro,ti yọ kúrò,sadness,0.531
ragemode,ragemode,ipò ìrunú,anger,0.828
peace,alafia,àláfíà,anticipation,0.43
uncertain,aidaniloju,àìdánilójú,surprise,0.633
cliff,okuta,ìdágẹ̀rẹ̀ òkè giga,fear,0.5
anxiety,aibalẹ,àibalẹ̀,anger,0.344
dontmess,maṣe jẹ,máṣe ṣẹ̀,anger,0.576
stamina,ìfaradà,ìlókun,trust,0.539
coffee,kọfi,kọfí,joy,0.333
irreconcilable,aiṣedeede,àìṣedéédé,sadness,0.594
savage,iwa ika,rorò,anger,0.814
disappointing,itiniloju,ìtinilójú,sadness,0.625
shyt,shyt,òṣì,trust,0.227
divorce,ikọsilẹ,ìkọ̀sílẹ̀,disgust,0.383
woot,woot,irin ilẹ̀ india,joy,0.588
fee,ọya,owó,anger,0.172
gahhh,gah,aaaaa,anger,0.439
lawsuit,ẹjọ,ẹjọ́,disgust,0.336
horrific,oburewa,Burẹ́wà,disgust,0.789
birth,ibimọ,bímọ,trust,0.5
concerned,fiyesi,fiyèsí,fear,0.359
travesty,ẹlẹgbin,ẹlẹ́gbin,sadness,0.688
treason,arekereke,Ẹ̀ṣẹ alágbára,surprise,0.539
readiness,imurasilẹ,ìmúrasílẹ̀,joy,0.473
